Fornavn;Efternavn;Parti;Parti med periode;Medlem from;Medlem til
A.;Fuglsang-Damgaard;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1966 - 22-11-1966);1966-10-04 00:00:00.000;1966-11-22 00:00:00.000
A.;Fuglsang-Damgaard;Det Konservative Folkeparti;Det Konservative Folkeparti (03-10-1967 - 23-01-1968);1967-10-03 00:00:00.000;1968-01-23 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (22-09-1964 - 06-10-1964);1964-09-22 00:00:00.000;1964-10-06 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (06-10-1964 - 05-10-1965);1964-10-06 00:00:00.000;1965-10-05 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-1965 - 04-10-1966);1965-10-05 00:00:00.000;1966-10-04 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-1966 - 22-11-1966);1966-10-04 00:00:00.000;1966-11-22 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (22-11-1966 - 03-10-1967);1966-11-22 00:00:00.000;1967-10-03 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (03-10-1967 - 23-01-1968);1967-10-03 00:00:00.000;1968-01-23 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (23-01-1968 - 01-10-1968);1968-01-23 00:00:00.000;1968-10-01 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-1968 - 07-10-1969);1968-10-01 00:00:00.000;1969-10-07 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-1969 - 06-10-1970);1969-10-07 00:00:00.000;1970-10-06 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (06-10-1970 - 21-09-1971);1970-10-06 00:00:00.000;1971-09-21 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (21-09-1971 - 05-10-1971);1971-09-21 00:00:00.000;1971-10-05 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-1971 - 03-10-1972);1971-10-05 00:00:00.000;1972-10-03 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (03-10-1972 - 02-10-1973);1972-10-03 00:00:00.000;1973-10-02 00:00:00.000
A. C.;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (02-10-1973 - 04-12-1973);1973-10-02 00:00:00.000;1973-12-04 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (06-10-1953 - 05-10-1954);1953-10-06 00:00:00.000;1954-10-05 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (05-10-1954 - 04-10-1955);1954-10-05 00:00:00.000;1955-10-04 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (14-05-1957 - 01-10-1957);1957-05-14 00:00:00.000;1957-10-01 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-10-07 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (07-10-1958 - 06-10-1959);1958-10-07 00:00:00.000;1959-10-06 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (06-10-1959 - 04-10-1960);1959-10-06 00:00:00.000;1960-10-04 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (04-10-1960 - 15-11-1960);1960-10-04 00:00:00.000;1960-11-15 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (15-11-1960 - 03-10-1961);1960-11-15 00:00:00.000;1961-10-03 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (03-10-1961 - 02-10-1962);1961-10-03 00:00:00.000;1962-10-02 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (02-10-1962 - 01-10-1963);1962-10-02 00:00:00.000;1963-10-01 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (01-10-1963 - 22-09-1964);1963-10-01 00:00:00.000;1964-09-22 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (22-09-1964 - 06-10-1964);1964-09-22 00:00:00.000;1964-10-06 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (06-10-1964 - 05-10-1965);1964-10-06 00:00:00.000;1965-10-05 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (05-10-1965 - 04-10-1966);1965-10-05 00:00:00.000;1966-10-04 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (04-10-1966 - 22-11-1966);1966-10-04 00:00:00.000;1966-11-22 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (22-11-1966 - 03-10-1967);1966-11-22 00:00:00.000;1967-10-03 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (03-10-1967 - 23-01-1968);1967-10-03 00:00:00.000;1968-01-23 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (23-01-1968 - 01-10-1968);1968-01-23 00:00:00.000;1968-10-01 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (01-10-1968 - 07-10-1969);1968-10-01 00:00:00.000;1969-10-07 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (07-10-1969 - 06-10-1970);1969-10-07 00:00:00.000;1970-10-06 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (06-10-1970 - 21-09-1971);1970-10-06 00:00:00.000;1971-09-21 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (21-09-1971 - 05-10-1971);1971-09-21 00:00:00.000;1971-10-05 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (05-10-1971 - 03-10-1972);1971-10-05 00:00:00.000;1972-10-03 00:00:00.000
A. C.;Normann;Det Radikale Venstre;Det Radikale Venstre (03-10-1972 - 02-10-1973);1972-10-03 00:00:00.000;1972-11-23 00:00:00.000
A. P.;Brændstrup;Socialdemokratiet;Socialdemokratiet (04-10-1977 - 03-10-1978);1977-10-04 00:00:00.000;1978-10-03 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1953 - 05-10-1954);1953-10-06 00:00:00.000;1954-10-05 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (05-10-1954 - 04-10-1955);1954-10-05 00:00:00.000;1955-10-04 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (22-09-1964 - 06-10-1964);1964-09-22 00:00:00.000;1964-10-06 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1964 - 05-10-1965);1964-10-06 00:00:00.000;1965-10-05 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (05-10-1965 - 04-10-1966);1965-10-05 00:00:00.000;1966-10-04 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1966 - 22-11-1966);1966-10-04 00:00:00.000;1966-11-22 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (22-11-1966 - 03-10-1967);1966-11-22 00:00:00.000;1967-10-03 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (03-10-1967 - 23-01-1968);1967-10-03 00:00:00.000;1968-01-23 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (23-01-1968 - 01-10-1968);1968-01-23 00:00:00.000;1968-10-01 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1968 - 07-10-1969);1968-10-01 00:00:00.000;1969-10-07 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (07-10-1969 - 06-10-1970);1969-10-07 00:00:00.000;1970-10-06 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1970 - 21-09-1971);1970-10-06 00:00:00.000;1971-09-21 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (21-09-1971 - 05-10-1971);1971-09-21 00:00:00.000;1971-10-05 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (05-10-1971 - 03-10-1972);1971-10-05 00:00:00.000;1972-10-03 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (03-10-1972 - 02-10-1973);1972-10-03 00:00:00.000;1973-10-02 00:00:00.000
A. Stæhr;Johansen;Det Konservative Folkeparti;Det Konservative Folkeparti (02-10-1973 - 04-12-1973);1973-10-02 00:00:00.000;1973-12-04 00:00:00.000
A. W.;Larsen;Socialdemokratiet;Socialdemokratiet (22-11-1966 - 03-10-1967);1966-11-22 00:00:00.000;1967-10-03 00:00:00.000
A. W.;Larsen;Socialdemokratiet;Socialdemokratiet (03-10-1967 - 23-01-1968);1967-10-03 00:00:00.000;1968-01-23 00:00:00.000
A. W.;Larsen;Socialdemokratiet;Socialdemokratiet (23-01-1968 - 01-10-1968);1968-01-23 00:00:00.000;1968-10-01 00:00:00.000
A. W.;Larsen;Socialdemokratiet;Socialdemokratiet (01-10-1968 - 07-10-1969);1968-10-01 00:00:00.000;1969-10-07 00:00:00.000
A. W.;Larsen;Socialdemokratiet;Socialdemokratiet (07-10-1969 - 06-10-1970);1969-10-07 00:00:00.000;1979-05-01 00:00:00.000
Abbas;Razvi;Det Radikale Venstre;Det Radikale Venstre (02-10-2007 - 13-11-2007);2007-10-02 00:00:00.000;2007-10-12 00:00:00.000
Abbas;Razvi;Radikale Venstre;Radikale Venstre (05-10-2021 - 04-10-2022);2021-12-06 00:00:00.000;2022-02-06 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-10-07 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (22-11-1966 - 03-10-1967);1966-11-22 00:00:00.000;1967-10-03 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (03-10-1967 - 23-01-1968);1967-10-03 00:00:00.000;1968-01-23 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (23-01-1968 - 01-10-1968);1968-01-23 00:00:00.000;1968-10-01 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1968 - 07-10-1969);1968-10-01 00:00:00.000;1969-10-07 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (07-10-1969 - 06-10-1970);1969-10-07 00:00:00.000;1970-10-06 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1970 - 21-09-1971);1970-10-06 00:00:00.000;1971-09-21 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (21-09-1971 - 05-10-1971);1971-09-21 00:00:00.000;1971-10-05 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (05-10-1971 - 03-10-1972);1971-10-05 00:00:00.000;1972-10-03 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (03-10-1972 - 02-10-1973);1972-10-03 00:00:00.000;1973-10-02 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (02-10-1973 - 04-12-1973);1973-10-02 00:00:00.000;1973-12-04 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (04-12-1973 - 01-10-1974);1973-12-04 00:00:00.000;1974-10-01 00:00:00.000
Adam;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1974 - 09-01-1975);1974-10-01 00:00:00.000;1975-01-09 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (05-10-1982 - 04-10-1983);1982-10-05 00:00:00.000;1983-10-04 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (10-01-1984 - 02-10-1984);1984-01-10 00:00:00.000;1984-10-02 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (02-10-1984 - 01-10-1985);1984-10-02 00:00:00.000;1985-10-01 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (01-10-1985 - 07-10-1986);1986-09-12 00:00:00.000;1986-10-07 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (07-10-1986 - 08-09-1987);1986-10-07 00:00:00.000;1987-09-08 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (04-10-1988 - 03-10-1989);1988-10-04 00:00:00.000;1989-10-03 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (03-10-1989 - 02-10-1990);1989-10-03 00:00:00.000;1990-10-02 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (02-10-1990 - 12-12-1990);1990-10-02 00:00:00.000;1990-12-12 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (12-12-1990 - 01-10-1991);1990-12-12 00:00:00.000;1991-10-01 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (01-10-1991 - 06-10-1992);1991-10-01 00:00:00.000;1992-10-06 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (06-10-1992 - 05-10-1993);1992-10-06 00:00:00.000;1993-10-05 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (05-10-1993 - 21-09-1994);1993-10-05 00:00:00.000;1994-09-21 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (03-10-1995 - 01-10-1996);1995-10-15 00:00:00.000;1996-10-01 00:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (01-10-1996 - 07-10-1997);1996-10-01 00:00:00.000;1997-10-07 12:00:00.000
Addi;Andersen;Centrum-demokraterne;Centrum-demokraterne (07-10-1997 - 11-03-1998);1997-10-07 00:00:00.000;1998-03-11 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1953 - 05-10-1954);1953-10-06 00:00:00.000;1954-10-05 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (05-10-1954 - 04-10-1955);1954-10-05 00:00:00.000;1955-10-04 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (14-05-1957 - 01-10-1957);1957-05-14 00:00:00.000;1957-10-01 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-10-07 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (07-10-1958 - 06-10-1959);1958-10-07 00:00:00.000;1959-10-06 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1959 - 04-10-1960);1959-10-06 00:00:00.000;1960-10-04 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1960 - 15-11-1960);1960-10-04 00:00:00.000;1960-11-15 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (15-11-1960 - 03-10-1961);1960-11-15 00:00:00.000;1961-10-03 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (03-10-1961 - 02-10-1962);1961-10-03 00:00:00.000;1962-10-02 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (02-10-1962 - 01-10-1963);1962-10-02 00:00:00.000;1963-10-01 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1963 - 22-09-1964);1963-10-01 00:00:00.000;1964-09-22 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (22-09-1964 - 06-10-1964);1964-09-22 00:00:00.000;1964-10-06 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1964 - 05-10-1965);1964-10-06 00:00:00.000;1965-10-05 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (05-10-1965 - 04-10-1966);1965-10-05 00:00:00.000;1966-10-04 00:00:00.000
Adolph;Sørensen;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1966 - 22-11-1966);1966-10-04 00:00:00.000;1966-11-22 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (23-10-1979 - 07-10-1980);1979-10-23 00:00:00.000;1980-10-07 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (07-10-1980 - 06-10-1981);1980-10-07 00:00:00.000;1981-10-06 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1981 - 08-12-1981);1981-10-06 00:00:00.000;1981-12-08 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (08-12-1981 - 05-10-1982);1981-12-08 00:00:00.000;1982-10-05 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (05-10-1982 - 04-10-1983);1982-10-05 00:00:00.000;1983-10-04 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1983 - 10-01-1984);1983-10-04 00:00:00.000;1984-01-10 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (10-01-1984 - 02-10-1984);1984-01-10 00:00:00.000;1984-10-02 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (02-10-1984 - 01-10-1985);1984-10-02 00:00:00.000;1985-10-01 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1985 - 07-10-1986);1985-10-01 00:00:00.000;1986-10-07 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (07-10-1986 - 08-09-1987);1986-10-07 00:00:00.000;1987-09-08 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (08-09-1987 - 06-10-1987);1987-09-08 00:00:00.000;1987-10-06 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1987 - 10-05-1988);1987-10-06 00:00:00.000;1988-05-10 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (10-05-1988 - 04-10-1988);1988-05-10 00:00:00.000;1988-10-04 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1988 - 03-10-1989);1988-10-04 00:00:00.000;1989-10-03 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (03-10-1989 - 02-10-1990);1989-10-03 00:00:00.000;1990-10-02 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (02-10-1990 - 12-12-1990);1990-10-02 00:00:00.000;1990-12-12 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (12-12-1990 - 01-10-1991);1990-12-12 00:00:00.000;1991-10-01 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1991 - 06-10-1992);1991-10-01 00:00:00.000;1992-10-06 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1992 - 05-10-1993);1992-10-06 00:00:00.000;1993-10-05 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (05-10-1993 - 21-09-1994);1993-10-05 00:00:00.000;1994-09-21 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (21-09-1994 - 04-10-1994);1994-09-21 00:00:00.000;1994-10-04 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1994 - 03-10-1995);1994-10-04 00:00:00.000;1995-10-03 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (03-10-1995 - 01-10-1996);1995-10-03 00:00:00.000;1996-10-01 00:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1996 - 07-10-1997);1996-10-01 00:00:00.000;1997-10-07 12:00:00.000
Agnete;Laustsen;Det Konservative Folkeparti;Det Konservative Folkeparti (07-10-1997 - 11-03-1998);1997-10-07 00:00:00.000;1998-03-11 00:00:00.000
Aki-Matilda;Høegh-Dam;Siumut;Siumut (05-06-2019 - 01-10-2019);2019-06-05 00:00:00.000;2019-10-01 12:00:00.000
Aki-Matilda;Høegh-Dam;Siumut;Siumut (01-10-2019 - 06-10-2020);2019-10-01 00:00:00.000;2020-10-06 12:00:00.000
Aki-Matilda;Høegh-Dam;Siumut;Siumut (06-10-2020 - 05-10-2021);2020-10-06 00:00:00.000;2021-10-05 12:00:00.000
Aki-Matilda;Høegh-Dam;Siumut;Siumut (05-10-2021 - 04-10-2022);2021-10-05 00:00:00.000;2022-10-04 12:00:00.000
Aksel;Knudsen;Kristeligt folkeparti;Kristeligt folkeparti (07-10-1975 - 05-10-1976);1975-10-07 00:00:00.000;1976-10-05 00:00:00.000
Aksel;Knudsen;Kristeligt folkeparti;Kristeligt folkeparti (05-10-1976 - 15-02-1977);1976-10-05 00:00:00.000;1977-02-15 00:00:00.000
Aksel;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (06-10-1953 - 05-10-1954);1953-10-06 00:00:00.000;1954-10-05 00:00:00.000
Aksel;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (05-10-1954 - 04-10-1955);1954-10-05 00:00:00.000;1955-10-04 00:00:00.000
Aksel;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
Aksel;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
Aksel;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (14-05-1957 - 01-10-1957);1957-05-14 00:00:00.000;1957-10-01 00:00:00.000
Aksel;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-10-07 00:00:00.000
Aksel;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (07-10-1958 - 06-10-1959);1958-10-07 00:00:00.000;1958-11-24 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (24-11-1958 - 06-10-1959);1958-11-24 00:00:00.000;1959-10-06 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (06-10-1959 - 04-10-1960);1959-10-06 00:00:00.000;1960-10-04 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (04-10-1960 - 15-11-1960);1960-10-04 00:00:00.000;1960-11-15 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (15-11-1960 - 03-10-1961);1960-11-15 00:00:00.000;1961-10-03 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (03-10-1961 - 02-10-1962);1961-10-03 00:00:00.000;1962-10-02 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (02-10-1962 - 01-10-1963);1962-10-02 00:00:00.000;1963-10-01 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (01-10-1963 - 22-09-1964);1963-10-01 00:00:00.000;1964-09-22 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (22-09-1964 - 06-10-1964);1964-09-22 00:00:00.000;1964-10-06 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (06-10-1964 - 05-10-1965);1964-10-06 00:00:00.000;1965-10-05 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (05-10-1965 - 04-10-1966);1965-10-05 00:00:00.000;1966-10-04 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (04-10-1966 - 22-11-1966);1966-10-04 00:00:00.000;1966-11-22 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (22-11-1966 - 03-10-1967);1966-11-22 00:00:00.000;1967-10-03 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (03-10-1967 - 23-01-1968);1967-10-03 00:00:00.000;1968-01-23 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (23-01-1968 - 01-10-1968);1968-01-23 00:00:00.000;1968-10-01 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (01-10-1968 - 07-10-1969);1968-10-01 00:00:00.000;1969-10-07 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (07-10-1969 - 06-10-1970);1969-10-07 00:00:00.000;1970-10-06 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (06-10-1970 - 21-09-1971);1970-10-06 00:00:00.000;1971-09-21 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (21-09-1971 - 05-10-1971);1971-09-21 00:00:00.000;1971-10-05 00:00:00.000
Aksel;Larsen;Socialistisk Folkeparti;Socialistisk Folkeparti (05-10-1971 - 03-10-1972);1971-10-05 00:00:00.000;1972-01-10 00:00:00.000
