Fornavn;Efternavn;Parti;Parti med periode;Medlem from;Medlem til
Aksel;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-1953 - 05-10-1954);1953-10-06 00:00:00.000;1954-10-05 00:00:00.000
Aksel;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (05-10-1954 - 04-10-1955);1954-10-05 00:00:00.000;1955-10-04 00:00:00.000
Aksel;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
Aksel;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
Aksel;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (14-05-1957 - 01-10-1957);1957-05-14 00:00:00.000;1957-10-01 00:00:00.000
Aksel;Møller;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-03-20 00:00:00.000
Aksel;Pedersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-12-1973 - 01-10-1974);1973-12-04 00:00:00.000;1974-10-01 00:00:00.000
Aksel;Pedersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-1974 - 09-01-1975);1974-10-01 00:00:00.000;1975-01-09 00:00:00.000
Aksel;Pedersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (09-01-1975 - 07-10-1975);1975-01-09 00:00:00.000;1975-10-07 00:00:00.000
Aksel;Pedersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-1975 - 05-10-1976);1975-10-07 00:00:00.000;1976-10-05 00:00:00.000
Aksel;Pedersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-1976 - 15-02-1977);1976-10-05 00:00:00.000;1977-02-15 00:00:00.000
Aksel;Pedersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (15-02-1977 - 04-10-1977);1977-02-15 00:00:00.000;1977-10-04 00:00:00.000
Aksel;Pedersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-1977 - 03-10-1978);1977-10-04 00:00:00.000;1978-09-30 00:00:00.000
Aksel V.;Johannesen;Javnaðarflokkurin;Javnaðarflokkurin (04-10-2011 - 02-10-2012);2012-04-20 00:00:00.000;2012-05-20 00:00:00.000
Aleqa;Hammond;Siumut;Siumut (18-06-2015 - 06-10-2015);2015-06-18 00:00:00.000;2015-10-06 12:00:00.000
Aleqa;Hammond;Siumut;Siumut (06-10-2015 - 23-08-2016);2015-10-06 00:00:00.000;2016-08-23 00:00:00.000
Aleqa;Hammond;Uden for folketingsgrupperne - Aleqa Hammond ;Uden for folketingsgrupperne - Aleqa Hammond  (06-10-2015 - 04-10-2016);2016-08-23 00:00:00.000;2016-10-04 12:00:00.000
Aleqa;Hammond;Uden for folketingsgrupperne - Aleqa Hammond ;Uden for folketingsgrupperne - Aleqa Hammond  (04-10-2016 - 03-10-2017);2016-10-04 00:00:00.000;2017-10-03 12:00:00.000
Aleqa;Hammond;Uden for folketingsgrupperne - Aleqa Hammond ;Uden for folketingsgrupperne - Aleqa Hammond  (03-10-2017 - 25-04-2018);2017-10-03 00:00:00.000;2018-04-24 00:00:00.000
Aleqa;Hammond;Nunatta Qitornai;Nunatta Qitornai (25-04-2018 - 02-10-2018);2017-10-03 12:00:00.000;2018-10-02 12:00:00.000
Aleqa;Hammond;Nunatta Qitornai;Nunatta Qitornai (02-10-2018 - 05-06-2019);2018-10-02 00:00:00.000;2019-06-05 12:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (15-09-2011 - 04-10-2011);2011-09-15 00:00:00.000;2011-10-04 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (04-10-2011 - 02-10-2012);2011-10-04 00:00:00.000;2012-10-02 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (02-10-2012 - 01-10-2013);2012-10-02 00:00:00.000;2013-10-01 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (01-10-2013 - 07-10-2014);2013-10-01 00:00:00.000;2014-10-07 12:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (07-10-2014 - 18-06-2015);2014-10-07 00:00:00.000;2015-06-18 12:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (18-06-2015 - 06-10-2015);2015-06-18 00:00:00.000;2015-10-06 12:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (06-10-2015 - 04-10-2016);2015-10-06 00:00:00.000;2015-10-20 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (06-10-2015 - 04-10-2016);2015-10-21 00:00:00.000;2015-11-06 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (06-10-2015 - 04-10-2016);2015-11-07 00:00:00.000;2016-10-03 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (06-10-2015 - 04-10-2016);2016-10-04 00:00:00.000;2016-12-23 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (04-10-2016 - 03-10-2017);2016-10-04 00:00:00.000;2016-12-23 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (04-10-2016 - 03-10-2017);2016-10-04 00:00:00.000;2016-10-04 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (04-10-2016 - 03-10-2017);2016-12-24 00:00:00.000;2017-10-03 12:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (03-10-2017 - 02-10-2018);2017-10-03 00:00:00.000;2018-10-02 12:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (02-10-2018 - 05-06-2019);2018-10-02 00:00:00.000;2019-06-05 12:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (05-06-2019 - 01-10-2019);2019-06-05 00:00:00.000;2019-10-01 12:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (01-10-2019 - 06-10-2020);2019-10-01 00:00:00.000;2019-12-02 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (01-10-2019 - 06-10-2020);2019-12-03 00:00:00.000;2020-09-30 00:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (01-10-2019 - 06-10-2020);2020-10-01 00:00:00.000;2020-10-06 12:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (06-10-2020 - 05-10-2021);2020-10-06 00:00:00.000;2021-10-05 12:00:00.000
Alex;Ahrendtsen;Dansk Folkeparti;Dansk Folkeparti (05-10-2021 - 04-10-2022);2021-10-05 00:00:00.000;2022-10-04 12:00:00.000
Alex;Hilton;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (12-12-1990 - 01-10-1991);1990-12-12 00:00:00.000;1991-10-01 00:00:00.000
Alex;Hilton;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-1991 - 06-10-1992);1991-10-01 00:00:00.000;1992-10-06 00:00:00.000
Alex;Vanopslagh;Liberal Alliance;Liberal Alliance (05-06-2019 - 01-10-2019);2019-06-05 00:00:00.000;2019-10-01 12:00:00.000
Alex;Vanopslagh;Liberal Alliance;Liberal Alliance (01-10-2019 - 06-10-2020);2019-10-01 00:00:00.000;2020-10-06 12:00:00.000
Alex;Vanopslagh;Liberal Alliance;Liberal Alliance (06-10-2020 - 05-10-2021);2020-10-06 00:00:00.000;2021-10-05 12:00:00.000
Alex;Vanopslagh;Liberal Alliance;Liberal Alliance (05-10-2021 - 04-10-2022);2021-10-05 00:00:00.000;2022-10-04 12:00:00.000
Alexander;Grandt;Socialdemokratiet;Socialdemokratiet (06-10-2020 - 05-10-2021);2021-09-16 00:00:00.000;2021-10-05 12:00:00.000
Alexander;Grandt;Socialdemokratiet;Socialdemokratiet (05-10-2021 - 04-10-2022);2021-10-05 00:00:00.000;2022-01-01 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (22-11-1966 - 03-10-1967);1966-11-22 00:00:00.000;1967-10-03 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (03-10-1967 - 23-01-1968);1967-10-03 00:00:00.000;1968-01-23 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (01-10-1968 - 07-10-1969);1968-10-01 00:00:00.000;1969-10-07 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (07-10-1969 - 06-10-1970);1969-10-07 00:00:00.000;1970-10-06 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (06-10-1970 - 21-09-1971);1970-10-06 00:00:00.000;1971-09-21 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (05-10-1971 - 03-10-1972);1971-10-05 00:00:00.000;1972-10-03 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (03-10-1972 - 02-10-1973);1972-10-03 00:00:00.000;1973-10-02 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (15-02-1977 - 04-10-1977);1977-02-15 00:00:00.000;1977-10-04 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (04-10-1977 - 03-10-1978);1977-10-04 00:00:00.000;1978-10-03 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (03-10-1978 - 02-10-1979);1978-10-03 00:00:00.000;1979-10-02 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (02-10-1979 - 23-10-1979);1979-10-02 00:00:00.000;1979-10-23 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (05-10-1982 - 04-10-1983);1982-10-05 00:00:00.000;1983-10-04 00:00:00.000
Alfred;Andersen;Socialistisk Folkeparti;Socialistisk Folkeparti (04-10-1983 - 10-01-1984);1983-10-04 00:00:00.000;1984-01-10 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (06-10-1953 - 05-10-1954);1953-10-06 00:00:00.000;1954-10-05 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-1954 - 04-10-1955);1954-10-05 00:00:00.000;1955-10-04 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (14-05-1957 - 01-10-1957);1957-05-14 00:00:00.000;1957-10-01 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-10-07 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-1958 - 06-10-1959);1958-10-07 00:00:00.000;1959-10-06 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (06-10-1959 - 04-10-1960);1959-10-06 00:00:00.000;1960-10-04 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-1960 - 15-11-1960);1960-10-04 00:00:00.000;1960-11-15 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (15-11-1960 - 03-10-1961);1960-11-15 00:00:00.000;1961-10-03 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (03-10-1961 - 02-10-1962);1961-10-03 00:00:00.000;1962-10-02 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (02-10-1962 - 01-10-1963);1962-10-02 00:00:00.000;1963-10-01 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-1963 - 22-09-1964);1963-10-01 00:00:00.000;1964-09-22 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (22-09-1964 - 06-10-1964);1964-09-22 00:00:00.000;1964-10-06 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (06-10-1964 - 05-10-1965);1964-10-06 00:00:00.000;1965-10-05 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-1965 - 04-10-1966);1965-10-05 00:00:00.000;1966-10-04 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-1966 - 22-11-1966);1966-10-04 00:00:00.000;1966-11-22 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (22-11-1966 - 03-10-1967);1966-11-22 00:00:00.000;1967-10-03 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (03-10-1967 - 23-01-1968);1967-10-03 00:00:00.000;1968-01-23 00:00:00.000
Alfred;Bøgh;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (06-10-1970 - 21-09-1971);1970-10-06 00:00:00.000;1971-09-21 00:00:00.000
Alfred;Christensen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-10-07 00:00:00.000
Alfred;Christensen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-1958 - 06-10-1959);1958-10-07 00:00:00.000;1959-10-06 00:00:00.000
Alfred;Gerholm;Socialdemokratiet;Socialdemokratiet (03-10-1961 - 02-10-1962);1962-09-27 00:00:00.000;1962-10-02 00:00:00.000
Alfred;Gerholm;Socialdemokratiet;Socialdemokratiet (02-10-1962 - 01-10-1963);1962-10-02 00:00:00.000;1963-10-01 00:00:00.000
Alfred;Gerholm;Socialdemokratiet;Socialdemokratiet (01-10-1963 - 22-09-1964);1963-10-01 00:00:00.000;1964-09-22 00:00:00.000
Alfred;Hansen;Danmarks Retsforbund;Danmarks Retsforbund (04-12-1973 - 01-10-1974);1973-12-04 00:00:00.000;1974-10-01 00:00:00.000
Alfred;Hansen;Danmarks Retsforbund;Danmarks Retsforbund (15-02-1977 - 04-10-1977);1977-02-15 00:00:00.000;1977-10-04 00:00:00.000
Alfred;Hansen;Danmarks Retsforbund;Danmarks Retsforbund (04-10-1977 - 03-10-1978);1977-10-04 00:00:00.000;1978-10-03 00:00:00.000
Alfred;Hansen;Danmarks Retsforbund;Danmarks Retsforbund (03-10-1978 - 02-10-1979);1978-10-03 00:00:00.000;1979-10-02 00:00:00.000
Alfred;Hansen;Danmarks Retsforbund;Danmarks Retsforbund (02-10-1979 - 23-10-1979);1979-10-02 00:00:00.000;1979-10-23 00:00:00.000
Alfred;Hansen;Danmarks Retsforbund;Danmarks Retsforbund (23-10-1979 - 07-10-1980);1979-10-23 00:00:00.000;1980-10-07 00:00:00.000
Alfred;Hansen;Danmarks Retsforbund;Danmarks Retsforbund (07-10-1980 - 06-10-1981);1980-10-07 00:00:00.000;1981-10-06 00:00:00.000
Alfred;Hansen;Danmarks Retsforbund;Danmarks Retsforbund (06-10-1981 - 08-12-1981);1981-10-06 00:00:00.000;1981-12-08 00:00:00.000
Alfred;Jensen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (06-10-1953 - 05-10-1954);1953-10-06 00:00:00.000;1954-10-05 00:00:00.000
Alfred;Jensen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (05-10-1954 - 04-10-1955);1954-10-05 00:00:00.000;1955-10-04 00:00:00.000
Alfred;Jensen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
Alfred;Jensen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
Alfred;Jensen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (14-05-1957 - 01-10-1957);1957-05-14 00:00:00.000;1957-10-01 00:00:00.000
Alfred;Jensen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-10-07 00:00:00.000
Alfred;Jensen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (07-10-1958 - 06-10-1959);1958-10-07 00:00:00.000;1959-10-06 00:00:00.000
Alfred;Jensen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (06-10-1959 - 04-10-1960);1959-10-06 00:00:00.000;1960-10-04 00:00:00.000
Alfred;Jensen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (04-10-1960 - 15-11-1960);1960-10-04 00:00:00.000;1960-11-15 00:00:00.000
Alfred;Jørgensen;Danmarks Retsforbund;Danmarks Retsforbund (05-10-1954 - 04-10-1955);1954-12-14 00:00:00.000;1955-10-04 00:00:00.000
Alfred;Jørgensen;Danmarks Retsforbund;Danmarks Retsforbund (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
Alfred;Jørgensen;Danmarks Retsforbund;Danmarks Retsforbund (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
Alfred;Jørgensen;Danmarks Retsforbund;Danmarks Retsforbund (14-05-1957 - 01-10-1957);1957-05-14 00:00:00.000;1957-10-01 00:00:00.000
Alfred;Jørgensen;Danmarks Retsforbund;Danmarks Retsforbund (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-06-02 00:00:00.000
Alfred;Kristensen;Socialdemokratiet;Socialdemokratiet (02-10-1956 - 14-05-1957);1956-12-05 00:00:00.000;1957-05-14 00:00:00.000
Alfred Hansen;Arildsen;Fremskridtspartiet;Fremskridtspartiet (05-10-1982 - 04-10-1983);1982-10-05 00:00:00.000;1983-10-04 00:00:00.000
Alfred Hansen;Arildsen;Fremskridtspartiet;Fremskridtspartiet (04-10-1983 - 10-01-1984);1983-10-04 00:00:00.000;1984-01-10 00:00:00.000
Alice;Faber;Socialistisk Folkeparti;Socialistisk Folkeparti (05-10-1976 - 15-02-1977);1976-10-05 00:00:00.000;1977-02-15 00:00:00.000
Alice;Faber;Socialistisk Folkeparti;Socialistisk Folkeparti (08-12-1981 - 05-10-1982);1981-12-08 00:00:00.000;1982-10-05 00:00:00.000
Alice;Faber;Socialistisk Folkeparti;Socialistisk Folkeparti (05-10-1982 - 04-10-1983);1982-10-05 00:00:00.000;1983-10-04 00:00:00.000
Alice;Faber;Socialistisk Folkeparti;Socialistisk Folkeparti (04-10-1983 - 10-01-1984);1983-10-04 00:00:00.000;1984-01-10 00:00:00.000
Alice;Faber;Socialistisk Folkeparti;Socialistisk Folkeparti (10-01-1984 - 02-10-1984);1984-01-10 00:00:00.000;1984-10-02 00:00:00.000
Alice;Faber;Socialistisk Folkeparti;Socialistisk Folkeparti (02-10-1984 - 01-10-1985);1984-10-02 00:00:00.000;1985-10-01 00:00:00.000
Alice;Faber;Socialistisk Folkeparti;Socialistisk Folkeparti (01-10-1985 - 07-10-1986);1985-10-01 00:00:00.000;1985-12-31 00:00:00.000
Alice;Hedegaard;Danmarks Retsforbund;Danmarks Retsforbund (15-02-1977 - 04-10-1977);1977-02-15 00:00:00.000;1977-10-04 00:00:00.000
Alice;Hedegaard;Danmarks Retsforbund;Danmarks Retsforbund (04-10-1977 - 03-10-1978);1977-10-04 00:00:00.000;1978-10-03 00:00:00.000
Alice;Hedegaard;Danmarks Retsforbund;Danmarks Retsforbund (03-10-1978 - 02-10-1979);1978-10-03 00:00:00.000;1979-10-02 00:00:00.000
Alice;Hedegaard;Danmarks Retsforbund;Danmarks Retsforbund (02-10-1979 - 23-10-1979);1979-10-02 00:00:00.000;1979-10-23 00:00:00.000
Alice Holst;Brask;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1985 - 07-10-1986);1985-10-20 00:00:00.000;1986-10-07 00:00:00.000
Alice Holst;Brask;Det Konservative Folkeparti;Det Konservative Folkeparti (07-10-1986 - 08-09-1987);1986-10-07 00:00:00.000;1987-09-08 00:00:00.000
Alice Holst;Brask;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-1988 - 03-10-1989);1988-10-04 00:00:00.000;1989-10-03 00:00:00.000
Allan;Niebuhr;Det Konservative Folkeparti;Det Konservative Folkeparti (08-02-2005 - 04-10-2005);2005-02-08 00:00:00.000;2005-10-04 00:00:00.000
Allan;Niebuhr;Det Konservative Folkeparti;Det Konservative Folkeparti (04-10-2005 - 03-10-2006);2005-10-04 00:00:00.000;2006-10-03 00:00:00.000
Allan;Niebuhr;Det Konservative Folkeparti;Det Konservative Folkeparti (03-10-2006 - 02-10-2007);2006-10-03 00:00:00.000;2007-10-02 00:00:00.000
Allan;Niebuhr;Det Konservative Folkeparti;Det Konservative Folkeparti (02-10-2007 - 13-11-2007);2007-10-02 00:00:00.000;2007-11-13 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (06-10-1953 - 05-10-1954);1953-10-06 00:00:00.000;1954-10-05 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (05-10-1954 - 04-10-1955);1954-10-05 00:00:00.000;1955-10-04 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (14-05-1957 - 01-10-1957);1957-05-14 00:00:00.000;1957-10-01 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-10-07 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (07-10-1958 - 06-10-1959);1958-10-07 00:00:00.000;1959-10-06 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (06-10-1959 - 04-10-1960);1959-10-06 00:00:00.000;1960-10-04 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (04-10-1960 - 15-11-1960);1960-10-04 00:00:00.000;1960-11-15 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (15-11-1960 - 03-10-1961);1960-11-15 00:00:00.000;1961-10-03 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (03-10-1961 - 02-10-1962);1961-10-03 00:00:00.000;1962-10-02 00:00:00.000
Alsing;Andersen;Socialdemokratiet;Socialdemokratiet (02-10-1962 - 01-10-1963);1962-10-02 00:00:00.000;1962-12-05 00:00:00.000
Alvilda;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (06-10-1953 - 05-10-1954);1953-10-06 00:00:00.000;1954-10-05 00:00:00.000
Alvilda;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (05-10-1954 - 04-10-1955);1954-10-05 00:00:00.000;1955-10-04 00:00:00.000
Alvilda;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
Alvilda;Larsen;Danmarks kommunistiske parti;Danmarks kommunistiske parti (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
Anders;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (06-10-1953 - 05-10-1954);1953-10-06 00:00:00.000;1954-10-05 00:00:00.000
Anders;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-1954 - 04-10-1955);1954-10-05 00:00:00.000;1955-10-04 00:00:00.000
Anders;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-1955 - 02-10-1956);1955-10-04 00:00:00.000;1956-10-02 00:00:00.000
Anders;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (02-10-1956 - 14-05-1957);1956-10-02 00:00:00.000;1957-05-14 00:00:00.000
Anders;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (14-05-1957 - 01-10-1957);1957-05-14 00:00:00.000;1957-10-01 00:00:00.000
Anders;Andersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-1957 - 07-10-1958);1957-10-01 00:00:00.000;1958-10-07 00:00:00.000
